sex,LSAT,UGPA,ZFYA,uuid
0,42.0,3.8,-0.86,8740506686108144105
0,38.0,2.9,-1.73,8740506690403111401
0,33.0,3.4,-0.02,8740506694698078697
0,37.0,3.3,0.73,8740506698993045993
1,44.0,3.0,1.61,8740506703288013289
1,38.0,3.8,-0.11,8740506707582980585
0,41.0,3.1,1.11,8740506711877947881
0,38.0,3.5,-1.05,8740506716172915177
0,35.0,3.0,-0.95,8740506720467882473
1,36.0,3.5,0.26,8740506724762849769
0,47.0,2.8,0.92,8740506729057817065
0,36.0,3.8,-0.77,8740506733352784361
0,37.0,3.4,-0.39,8740506737647751657
1,36.0,4.1,1.01,8740506741942718953
1,43.0,2.8,1.42,8740506746237686249
0,43.0,2.8,1.2,8740506750532653545
1,37.0,3.2,-0.02,8740506754827620841
1,39.0,2.9,0.17,8740506759122588137
1,38.0,3.2,-0.2,8740506763417555433
1,37.0,3.2,0.17,8740506767712522729
0,37.0,3.2,-0.11,8740506772007490025
1,38.0,2.9,0.17,8740506776302457321
1,38.0,3.1,-0.48,8740506780597424617
1,38.0,3.4,-1.83,8740506784892391913
0,35.5,3.2,-0.67,8740506789187359209
0,36.0,3.3,-0.48,8740506793482326505
0,40.0,3.1,-0.11,8740506797777293801
1,43.0,3.8,1.11,8740506802072261097
1,34.0,3.5,-0.2,8740506806367228393
0,38.0,3.0,0.92,8740506810662195689
0,31.0,2.2,0.18,8740506814957162985
0,27.0,2.3,-0.25,8740506819252130281
0,26.5,1.8,-0.58,8740506823547097577
1,36.0,2.7,0.11,8740506827842064873
0,21.0,2.9,-0.05,8740506832137032169
0,23.0,2.4,-0.98,8740506836431999465
0,31.0,1.8,0.95,8740506840726966761
0,25.0,2.4,-0.25,8740506845021934057
0,27.0,3.3,0.24,8740506849316901353
0,26.25,2.3,-0.84,8740506853611868649
0,27.0,2.9,-0.58,8740506857906835945
1,27.0,3.2,-0.37,8740506862201803241
0,17.5,2.5,-0.6,8740506866496770537
0,26.75,2.2,1.24,8740506870791737833
0,30.0,2.8,-0.52,8740506875086705129
1,24.0,3.0,-1.22,8740506879381672425
0,29.0,3.4,0.78,8740506883676639721
0,29.0,2.5,-0.73,8740506887971607017
0,36.0,2.2,0.26,8740506892266574313
1,30.0,2.2,-0.43,8740506896561541609
1,31.0,2.6,1.95,8740506900856508905
0,31.0,2.7,0.31,8740506905151476201
1,24.0,2.1,-0.2,8740506909446443497
1,22.0,2.5,-0.6,8740506913741410793
0,21.5,2.2,-0.61,8740506918036378089
0,33.0,2.3,0.67,8740506922331345385
0,21.5,2.6,-0.07,8740506926626312681
0,30.0,2.7,0.92,8740506930921279977
0,28.0,2.5,0.29,8740506935216247273
0,17.0,3.0,-0.68,8740506939511214569
1,31.0,3.0,0.93,8740506943806181865
0,27.0,2.9,0.32,8740506948101149161
1,28.0,2.3,-0.12,8740506952396116457
1,23.0,3.8,-0.48,8740506956691083753
0,33.5,2.3,1.66,8740506960986051049
1,37.0,3.3,1.72,8740506965281018345
1,31.0,2.6,0.62,8740506969575985641
0,30.0,2.4,0.24,8740506973870952937
1,15.0,2.1,-1.22,8740506978165920233
0,18.0,2.9,-0.7,8740506982460887529
1,28.0,3.5,1.36,8740506986755854825
1,25.0,2.6,-0.65,8740506991050822121
1,25.0,2.8,0.16,8740506995345789417
1,34.0,2.3,1.62,8740506999640756713
0,33.0,2.8,0.41,8740507003935724009
1,20.0,2.4,-1.14,8740507008230691305
0,31.0,2.4,-1.17,8740507012525658601
0,20.0,3.2,0.27,8740507016820625897
1,22.25,2.4,-0.1,8740507021115593193
0,33.0,3.1,1.36,8740507025410560489
0,32.0,3.2,0.21,8740507029705527785
0,33.0,2.7,0.32,8740507034000495081
1,21.0,2.9,-0.84,8740507038295462377
1,33.0,2.7,1.16,8740507042590429673
1,31.0,2.8,2.05,8740507046885396969
0,20.0,3.2,-0.27,8740507051180364265
0,22.0,2.8,0.64,8740507055475331561
0,28.0,2.8,-0.14,8740507059770298857
0,31.0,2.5,0.08,8740507064065266153
0,21.0,3.4,1.16,8740507068360233449
1,31.5,3.2,1.13,8740507072655200745
0,31.0,3.2,0.73,8740507076950168041
1,34.0,3.1,0.49,8740507081245135337
1,14.0,2.9,0.04,8740507085540102633
1,24.0,3.2,0.41,8740507089835069929
1,35.5,2.9,-1.37,8740507094130037225
0,30.0,3.3,-1.81,8740507098425004521
1,41.0,2.7,0.6,8740507102719971817
0,32.0,3.2,-1.55,8740507107014939113
0,43.0,2.2,-0.08,8740507111309906409
0,38.0,3.1,1.33,8740507115604873705
0,30.0,2.9,0.86,8740507119899841001
0,26.0,2.3,-2.05,8740507124194808297
0,31.0,3.0,-1.46,8740507128489775593
0,35.0,3.1,1.22,8740507132784742889
1,27.75,2.3,-1.5,8740507137079710185
0,29.5,3.1,-0.81,8740507141374677481
0,35.0,3.5,-0.22,8740507145669644777
1,45.0,3.2,0.56,8740507149964612073
0,37.0,3.3,0.84,8740507154259579369
0,33.0,3.1,-0.06,8740507158554546665
1,35.0,3.1,0.2,8740507162849513961
0,35.5,3.3,-1.29,8740507167144481257
1,37.0,3.2,0.15,8740507171439448553
1,37.0,3.6,1.13,8740507175734415849
0,29.5,3.5,0.49,8740507180029383145
1,38.0,3.4,1.23,8740507184324350441
0,40.5,3.2,2.09,8740507188619317737
1,37.0,2.9,-0.01,8740507192914285033
0,36.0,3.5,0.84,8740507197209252329
1,36.0,3.9,1.13,8740507201504219625
1,35.0,3.4,1.19,8740507205799186921
0,40.0,3.0,0.8,8740507210094154217
0,31.0,2.4,-1.53,8740507214389121513
0,44.0,2.7,-1.05,8740507218684088809
0,38.0,3.3,0.44,8740507222979056105
0,34.0,3.3,-1.34,8740507227274023401
1,35.0,3.2,-0.1,8740507231568990697
0,35.0,3.3,-1.06,8740507235863957993
0,35.0,3.5,0.11,8740507240158925289
0,43.0,2.7,0.37,8740507244453892585
1,34.5,2.6,-0.58,8740507248748859881
0,36.0,3.1,-0.76,8740507253043827177
1,29.5,2.6,-2.02,8740507257338794473
0,38.0,3.3,0.49,8740507261633761769
0,38.0,3.2,1.04,8740507265928729065
1,31.0,3.0,-1.8,8740507270223696361
0,36.0,3.5,-0.64,8740507274518663657
1,37.0,3.4,1.21,8740507278813630953
0,37.0,3.1,-0.16,8740507283108598249
1,35.0,3.4,0.09,8740507287403565545
1,36.5,3.1,0.09,8740507291698532841
0,24.75,3.0,-0.82,8740507295993500137
1,37.0,3.2,0.23,8740507300288467433
1,37.0,3.1,0.62,8740507304583434729
0,37.0,3.3,-0.09,8740507308878402025
1,35.0,3.7,0.49,8740507313173369321
1,36.0,3.5,-0.16,8740507317468336617
0,37.0,3.3,-0.4,8740507321763303913
1,40.0,3.4,1.43,8740507326058271209
0,35.0,3.0,1.22,8740507330353238505
1,39.0,3.2,0.94,8740507334648205801
0,36.0,3.0,0.63,8740507338943173097
1,41.0,3.6,1.41,8740507343238140393
0,34.0,3.1,0.27,8740507347533107689
0,35.0,3.2,1.1,8740507351828074985
1,37.0,2.9,0.52,8740507356123042281
0,37.0,3.4,-0.5,8740507360418009577
1,37.0,3.4,-0.16,8740507364712976873
1,36.0,3.6,0.3,8740507369007944169
0,34.5,3.2,1.82,8740507373302911465
0,34.0,3.5,-0.41,8740507377597878761
0,36.0,2.9,-0.42,8740507381892846057
1,38.0,3.0,0.39,8740507386187813353
0,43.0,2.4,0.71,8740507390482780649
1,31.0,2.6,-1.49,8740507394777747945
1,36.0,3.5,0.2,8740507399072715241
0,35.0,3.4,-0.08,8740507403367682537
0,35.0,3.1,0.83,8740507407662649833
0,38.0,3.6,0.11,8740507411957617129
1,37.0,3.4,-0.68,8740507416252584425
1,37.0,3.1,0.57,8740507420547551721
0,26.5,3.1,-0.07,8740507424842519017
1,39.0,3.1,-0.07,8740507429137486313
1,36.0,3.3,1.39,8740507433432453609
0,39.0,2.8,1.32,8740507437727420905
1,34.75,2.7,-0.53,8740507442022388201
0,36.0,2.9,-1.35,8740507446317355497
0,36.5,2.3,-0.24,8740507450612322793
1,34.0,3.1,0.48,8740507454907290089
1,36.0,3.3,0.06,8740507459202257385
1,25.0,2.3,-1.26,8740507463497224681
0,38.0,2.9,-0.1,8740507467792191977
0,41.0,3.4,0.3,8740507472087159273
1,35.0,3.2,0.19,8740507476382126569
1,35.0,3.3,0.4,8740507480677093865
1,37.5,2.7,-0.28,8740507484972061161
0,27.0,2.5,-2.0,8740507489267028457
0,41.5,2.5,0.37,8740507493561995753
0,40.5,2.1,1.26,8740507497856963049
0,36.0,3.2,0.62,8740507502151930345
1,37.0,3.2,-0.12,8740507506446897641
1,44.0,3.1,-0.69,8740507510741864937
0,40.0,3.1,1.06,8740507515036832233
0,37.0,3.3,-1.78,8740507519331799529
1,37.0,3.6,2.05,8740507523626766825
0,35.0,3.1,1.02,8740507527921734121
1,39.0,2.9,-0.54,8740507532216701417
1,39.0,3.0,0.0,8740507536511668713
0,37.5,3.2,0.92,8740507540806636009
1,46.0,2.9,1.74,8740507545101603305
1,34.0,3.9,1.04,8740507549396570601
1,35.0,3.2,-1.13,8740507553691537897
1,38.0,2.8,-0.61,8740507557986505193
1,37.0,3.4,1.05,8740507562281472489
1,33.5,3.2,0.29,8740507566576439785
0,36.0,3.2,0.2,8740507570871407081
0,36.0,2.7,0.05,8740507575166374377
0,36.0,3.1,-0.41,8740507579461341673
1,43.0,3.4,0.77,8740507583756308969
1,37.0,3.1,-0.81,8740507588051276265
0,37.0,3.3,2.04,8740507592346243561
0,41.0,3.2,0.74,8740507596641210857
1,29.5,3.4,-1.87,8740507600936178153
0,31.0,3.5,1.06,8740507605231145449
0,37.0,3.2,0.81,8740507609526112745
0,29.0,2.8,-0.89,8740507613821080041
0,37.0,3.3,0.24,8740507618116047337
1,37.5,3.0,-0.46,8740507622411014633
1,34.0,3.4,-0.88,8740507626705981929
0,40.0,3.2,-0.24,8740507631000949225
1,34.0,3.5,0.47,8740507635295916521
0,27.0,2.4,-2.01,8740507639590883817
0,39.0,3.1,-0.63,8740507643885851113
1,35.0,3.1,-0.53,8740507648180818409
1,29.0,3.0,-0.24,8740507652475785705
0,34.0,3.1,0.2,8740507656770753001
0,34.0,3.4,-0.03,8740507661065720297
0,33.0,3.2,-0.8,8740507665360687593
0,34.0,3.8,0.16,8740507669655654889
0,34.5,3.6,-0.91,8740507673950622185
1,40.0,3.6,1.08,8740507678245589481
0,36.0,3.0,-0.76,8740507682540556777
1,35.0,3.8,0.56,8740507686835524073
0,36.0,3.2,-0.54,8740507691130491369
0,29.0,3.1,-1.02,8740507695425458665
1,31.5,3.4,-1.76,8740507699720425961
0,38.0,3.2,-1.46,8740507704015393257
1,26.0,2.9,-1.31,8740507708310360553
0,48.0,3.0,2.0,8740507712605327849
1,47.0,3.1,0.86,8740507716900295145
0,34.0,3.5,0.78,8740507721195262441
0,39.0,2.9,-1.06,8740507725490229737
0,38.0,3.1,0.53,8740507729785197033
0,34.0,3.4,1.81,8740507734080164329
0,38.0,3.0,-1.09,8740507738375131625
0,41.0,2.9,-0.8,8740507742670098921
1,38.0,3.5,-1.13,8740507746965066217
0,28.0,3.1,-1.02,8740507751260033513
0,30.5,2.9,-1.39,8740507755555000809
0,33.5,3.5,-0.54,8740507759849968105
0,32.0,3.2,0.2,8740507764144935401
0,40.0,3.6,2.04,8740507768439902697
0,37.0,3.0,-0.61,8740507772734869993
1,33.0,3.7,-0.47,8740507777029837289
0,35.0,3.7,0.6,8740507781324804585
0,41.0,3.0,-0.61,8740507785619771881
1,28.0,3.6,-1.02,8740507789914739177
0,36.0,3.0,-1.54,8740507794209706473
0,37.0,3.1,1.0,8740507798504673769
0,31.0,3.4,-0.54,8740507802799641065
0,37.0,3.1,-0.47,8740507807094608361
1,41.0,3.9,2.26,8740507811389575657
0,31.5,3.5,-0.14,8740507815684542953
1,33.0,3.1,-0.54,8740507819979510249
1,43.0,3.4,1.96,8740507824274477545
0,38.0,3.5,-0.06,8740507828569444841
0,34.5,3.4,-0.69,8740507832864412137
0,31.0,2.7,0.48,8740507837159379433
0,37.0,2.1,-2.04,8740507841454346729
0,36.0,3.2,-0.21,8740507845749314025
1,39.0,3.9,0.67,8740507850044281321
1,35.0,3.3,-0.61,8740507854339248617
1,37.0,3.3,-0.03,8740507858634215913
1,35.0,3.8,0.12,8740507862929183209
0,38.0,2.9,0.56,8740507867224150505
0,39.0,3.0,1.7,8740507871519117801
0,36.0,3.2,-0.95,8740507875814085097
0,31.0,3.4,-0.14,8740507880109052393
0,39.0,3.2,0.71,8740507884404019689
0,31.0,3.5,-1.06,8740507888698986985
1,37.0,3.4,0.23,8740507892993954281
1,38.0,3.7,1.93,8740507897288921577
0,33.0,3.4,-0.5,8740507901583888873
0,35.5,3.0,0.08,8740507905878856169
0,36.0,3.2,0.22,8740507910173823465
1,29.0,3.0,0.0,8740507914468790761
1,31.0,2.8,-1.61,8740507918763758057
0,33.0,3.3,0.69,8740507923058725353
0,38.0,3.3,-0.1,8740507927353692649
1,37.0,3.9,1.7,8740507931648659945
0,44.0,3.1,0.71,8740507935943627241
1,34.0,3.5,-0.84,8740507940238594537
1,40.0,3.1,-0.36,8740507944533561833
0,37.0,3.2,-0.1,8740507948828529129
1,42.0,2.4,-0.25,8740507953123496425
0,39.0,3.3,-0.15,8740507957418463721
0,36.0,3.0,1.59,8740507961713431017
1,33.0,3.8,-0.32,8740507966008398313
0,38.0,3.0,0.41,8740507970303365609
0,35.0,3.9,0.38,8740507974598332905
0,34.0,3.3,-0.32,8740507978893300201
1,37.0,3.5,0.45,8740507983188267497
1,34.0,3.1,-1.02,8740507987483234793
1,40.0,2.7,0.08,8740507991778202089
1,37.0,3.3,1.0,8740507996073169385
0,36.0,3.6,0.2,8740508000368136681
1,35.5,3.0,-0.14,8740508004663103977
1,29.0,2.2,-1.02,8740508008958071273
1,38.0,3.4,-0.03,8740508013253038569
0,40.0,3.5,-0.28,8740508017548005865
0,32.0,3.3,-0.43,8740508021842973161
1,33.0,3.2,-0.5,8740508026137940457
0,36.5,3.2,-0.21,8740508030432907753
0,36.0,3.0,1.15,8740508034727875049
1,30.5,3.4,-1.17,8740508039022842345
1,34.0,3.6,1.52,8740508043317809641
1,38.0,3.7,0.27,8740508047612776937
0,40.0,3.1,1.23,8740508051907744233
1,35.0,3.6,0.53,8740508056202711529
0,19.0,3.0,-0.8,8740508060497678825
0,36.0,3.6,-0.06,8740508064792646121
0,34.0,3.1,-1.17,8740508069087613417
1,37.0,3.5,2.29,8740508073382580713
0,31.0,2.7,0.12,8740508077677548009
0,34.5,3.1,-0.8,8740508081972515305
1,35.0,3.4,-0.47,8740508086267482601
0,24.0,3.1,-0.91,8740508090562449897
0,35.0,3.3,-0.43,8740508094857417193
0,32.0,3.7,-1.24,8740508099152384489
0,36.0,3.2,-0.61,8740508103447351785
1,31.0,3.5,0.41,8740508107742319081
0,27.0,2.9,-1.28,8740508112037286377
1,34.0,3.4,0.23,8740508116332253673
0,39.0,3.0,1.81,8740508120627220969
1,38.0,3.3,-0.1,8740508124922188265
1,33.5,3.1,-0.95,8740508129217155561
0,36.0,3.2,-0.25,8740508133512122857
1,36.0,3.3,-0.25,8740508137807090153
0,32.5,3.8,-1.39,8740508142102057449
1,34.0,3.4,0.08,8740508146397024745
0,30.0,3.8,-0.69,8740508150691992041
0,35.0,3.4,1.89,8740508154986959337
1,42.0,3.1,2.15,8740508159281926633
1,39.0,2.7,-0.21,8740508163576893929
0,35.0,3.4,-0.36,8740508167871861225
1,26.0,3.0,-0.65,8740508172166828521
1,36.0,3.3,-1.98,8740508176461795817
0,36.0,3.9,-0.25,8740508180756763113
1,38.0,3.0,-0.69,8740508185051730409
1,39.0,3.3,-0.58,8740508189346697705
0,34.0,3.1,0.64,8740508193641665001
0,38.0,2.7,0.9,8740508197936632297
0,34.0,3.1,-0.25,8740508202231599593
1,33.0,3.7,-0.73,8740508206526566889
0,37.0,3.4,-1.2,8740508210821534185
0,40.0,2.9,0.64,8740508215116501481
0,39.0,3.0,-0.25,8740508219411468777
1,37.0,3.6,0.78,8740508223706436073
0,36.5,3.2,-0.98,8740508228001403369
0,42.0,3.5,2.22,8740508232296370665
1,41.0,3.8,-0.25,8740508236591337961
1,34.0,3.6,0.9,8740508240886305257
0,40.0,3.2,0.71,8740508245181272553
0,43.0,2.6,-1.06,8740508249476239849
0,28.5,3.3,-0.03,8740508253771207145
0,33.0,3.1,0.2,8740508258066174441
0,36.0,3.1,0.38,8740508262361141737
0,36.0,3.8,1.85,8740508266656109033
0,32.5,3.9,0.2,8740508270951076329
1,34.0,3.1,-0.1,8740508275246043625
1,36.0,2.9,1.67,8740508279541010921
1,36.0,3.0,-0.69,8740508283835978217
1,34.0,3.4,-1.09,8740508288130945513
1,37.0,3.9,1.93,8740508292425912809
1,41.0,3.0,-0.73,8740508296720880105
0,34.0,3.7,0.56,8740508301015847401
0,36.0,3.3,-1.09,8740508305310814697
1,32.0,2.8,1.41,8740508309605781993
1,29.0,3.4,-1.81,8740508313900749289
0,38.0,2.0,-1.79,8740508318195716585
1,41.0,3.7,0.53,8740508322490683881
0,32.0,2.4,-1.17,8740508326785651177
1,36.0,3.4,-0.47,8740508331080618473
1,27.0,3.2,-0.39,8740508335375585769
0,42.0,3.4,-0.5,8740508339670553065
1,39.0,3.5,0.31,8740508343965520361
0,37.0,2.9,0.6,8740508348260487657
1,35.0,3.3,-0.32,8740508352555454953
0,34.0,3.5,1.26,8740508356850422249
0,36.0,3.3,0.27,8740508361145389545
0,33.0,3.5,1.48,8740508365440356841
0,39.0,3.0,-0.65,8740508369735324137
1,33.0,3.5,-0.54,8740508374030291433
0,39.0,3.0,-0.14,8740508378325258729
1,40.0,2.5,-0.73,8740508382620226025
0,31.0,3.3,0.37,8740508386915193321
0,32.5,3.3,-0.11,8740508391210160617
0,31.0,3.6,-0.75,8740508395505127913
1,34.0,3.2,-0.25,8740508399800095209
1,36.0,3.0,-0.54,8740508404095062505
1,31.0,3.6,0.62,8740508408390029801
1,29.0,3.0,-0.32,8740508412684997097
0,40.0,3.0,0.75,8740508416979964393
0,30.0,2.9,1.45,8740508421274931689
0,29.0,2.9,-0.98,8740508425569898985
1,37.0,3.4,0.12,8740508429864866281
0,36.0,3.2,0.31,8740508434159833577
0,40.0,2.8,-0.98,8740508438454800873
0,37.0,3.0,-0.8,8740508442749768169
1,35.0,3.3,0.27,8740508447044735465
0,34.0,3.1,-0.1,8740508451339702761
0,40.0,2.9,-0.32,8740508455634670057
0,34.0,3.1,-0.54,8740508459929637353
1,36.5,3.4,-0.8,8740508464224604649
0,33.0,3.3,2.15,8740508468519571945
0,40.0,3.7,1.48,8740508472814539241
0,37.0,3.2,0.05,8740508477109506537
0,41.0,3.1,1.11,8740508481404473833
0,35.0,3.4,1.08,8740508485699441129
1,41.0,3.2,1.11,8740508489994408425
0,35.0,3.4,0.6,8740508494289375721
1,34.0,3.5,0.48,8740508498584343017
1,40.0,3.4,0.49,8740508502879310313
1,34.0,3.1,-0.54,8740508507174277609
1,36.0,3.4,-0.14,8740508511469244905
0,38.0,3.0,-0.47,8740508515764212201
1,38.0,3.1,0.27,8740508520059179497
0,34.0,3.8,-0.69,8740508524354146793
1,32.0,3.4,0.2,8740508528649114089
0,48.0,2.8,0.2,8740508532944081385
0,41.0,2.9,0.45,8740508537239048681
1,33.0,3.5,1.52,8740508541534015977
1,34.0,3.6,0.6,8740508545828983273
0,37.0,3.2,0.49,8740508550123950569
0,42.0,3.3,0.05,8740508554418917865
1,38.0,3.1,0.6,8740508558713885161
0,33.0,3.5,-1.43,8740508563008852457
0,42.0,2.6,0.7,8740508567303819753
0,40.0,3.4,0.38,8740508571598787049
0,39.0,3.1,-0.91,8740508575893754345
1,33.0,3.8,0.56,8740624802003751401
1,39.0,3.4,-0.65,8740624806298718697
1,35.0,3.3,-0.69,8740624810593685993
0,36.0,3.2,-0.36,8740624814888653289
0,38.0,3.5,0.78,8740624819183620585
0,32.0,3.2,0.75,8740624823478587881
0,36.0,3.4,0.05,8740624827773555177
1,32.0,3.7,-0.43,8740624832068522473
1,36.5,2.2,-0.27,8740624836363489769
1,41.0,2.4,-0.27,8740624840658457065
1,36.0,3.5,1.44,8740624844953424361
0,37.0,3.4,0.37,8740624849248391657
0,37.0,2.8,0.16,8740624853543358953
1,30.0,3.2,0.75,8740624857838326249
1,32.0,3.3,0.1,8740624862133293545
0,38.0,2.7,0.21,8740624866428260841
0,35.0,3.0,-0.11,8740624870723228137
0,37.0,3.1,-0.43,8740624875018195433
1,28.0,2.7,-0.43,8740624879313162729
1,34.0,3.2,-0.16,8740624883608130025
0,34.0,3.3,-0.86,8740624887903097321
1,28.0,3.6,-0.38,8740624892198064617
0,45.0,3.4,1.41,8740624896493031913
0,34.0,3.4,-1.39,8740624900787999209
0,42.0,3.2,0.31,8740624905082966505
0,39.0,2.8,-0.1,8740624909377933801
1,44.0,4.0,2.85,8740624913672901097
1,37.0,2.8,0.8,8740624917967868393
0,41.0,3.5,0.64,8740624922262835689
0,43.0,3.1,0.82,8740624926557802985
1,35.0,3.6,0.12,8740624930852770281
1,40.0,3.3,1.11,8740624935147737577
0,38.0,3.0,0.45,8740624939442704873
0,32.0,2.4,-0.61,8740624943737672169
1,42.0,3.9,2.18,8740624948032639465
0,33.0,3.4,-0.8,8740624952327606761
0,34.0,3.6,1.0,8740624956622574057
0,46.0,3.5,0.9,8740624960917541353
0,32.5,3.7,0.23,8740624965212508649
0,40.0,2.5,0.12,8740624969507475945
0,38.0,3.2,0.45,8740624973802443241
0,32.0,3.5,1.04,8740624978097410537
1,38.5,3.8,0.86,8740624982392377833
0,36.5,3.4,0.16,8740624986687345129
1,37.0,3.2,0.64,8740624990982312425
0,42.0,3.2,0.49,8740624995277279721
0,47.0,3.0,-0.43,8740624999572247017
1,35.0,3.4,0.12,8740625003867214313
1,48.0,3.4,2.4,8740625008162181609
0,42.0,3.0,1.74,8740625012457148905
0,38.0,3.1,0.01,8740625016752116201
0,35.0,3.0,-1.24,8740625021047083497
0,38.0,3.1,-0.47,8740625025342050793
0,34.0,3.1,1.15,8740625029637018089
0,38.0,3.0,-1.68,8740625033931985385
0,42.0,2.9,-1.17,8740625038226952681
0,32.0,2.5,-1.87,8740625042521919977
0,37.0,3.2,0.2,8740625046816887273
0,32.0,3.4,-0.28,8740625051111854569
1,39.0,3.9,0.93,8740625055406821865
1,37.0,3.2,0.12,8740625059701789161
1,45.0,3.2,1.15,8740625063996756457
1,35.0,3.3,-0.5,8740625068291723753
0,43.0,2.7,0.75,8740625072586691049
1,32.0,3.6,-0.61,8740625076881658345
1,31.0,3.3,0.05,8740625081176625641
0,39.0,4.0,0.48,8740625085471592937
0,29.0,3.5,0.1,8740625089766560233
0,37.0,3.1,2.14,8740625094061527529
1,32.0,3.6,-0.21,8740625098356494825
0,42.0,2.9,0.23,8740625102651462121
1,42.0,3.0,1.08,8740625106946429417
1,37.0,2.9,-0.61,8740625111241396713
0,37.0,3.5,-0.17,8740625115536364009
0,39.0,2.9,-0.76,8740625119831331305
1,28.0,3.7,0.38,8740625124126298601
0,35.0,2.7,-0.32,8740625128421265897
0,37.0,3.1,1.37,8740625132716233193
0,41.0,2.6,-0.27,8740625137011200489
0,32.0,3.2,1.23,8740625141306167785
0,34.0,3.8,-0.16,8740625145601135081
1,26.0,2.3,-0.33,8740625149896102377
0,40.0,3.5,1.18,8740625154191069673
1,21.0,3.9,-1.09,8740625158486036969
0,39.0,3.0,-0.32,8740625162781004265
0,39.0,3.0,0.93,8740625167075971561
0,44.0,2.0,1.04,8740625171370938857
0,31.0,3.7,0.01,8740625175665906153
1,34.0,3.2,0.23,8740625179960873449
0,39.0,2.9,0.49,8740625184255840745
0,34.0,3.6,-0.28,8740625188550808041
0,35.0,3.2,1.37,8740625192845775337
0,41.0,2.9,-0.03,8740625197140742633
0,34.0,3.1,-0.32,8740625201435709929
1,35.0,3.4,0.9,8740625205730677225
1,39.0,3.2,-0.76,8740625210025644521
0,41.0,3.6,1.52,8740625214320611817
1,39.0,3.2,-0.17,8740625218615579113
0,37.0,3.2,-0.17,8740625222910546409
0,40.0,3.0,0.05,8740625227205513705
0,36.0,3.6,0.05,8740625231500481001
0,33.0,3.3,-0.54,8740625235795448297
0,44.0,3.2,0.71,8740625240090415593
1,34.0,3.4,0.41,8740625244385382889
0,41.0,3.6,1.81,8740625248680350185
1,34.0,3.6,0.67,8740625252975317481
1,40.0,3.7,2.26,8740625257270284777
1,37.0,3.0,-1.13,8740625261565252073
0,38.0,2.8,-0.1,8740625265860219369
1,32.0,3.6,-0.03,8740625270155186665
1,36.0,2.2,-1.57,8740625274450153961
1,39.0,2.9,-0.76,8740625278745121257
1,36.5,3.2,0.9,8740625283040088553
1,34.0,3.1,-0.39,8740625287335055849
1,38.0,3.7,1.26,8740625291630023145
0,27.5,2.8,0.25,8740625295924990441
0,33.0,3.0,-0.37,8740625300219957737
0,37.0,2.6,1.16,8740625304514925033
0,29.0,2.6,0.05,8740625308809892329
1,29.0,3.2,0.74,8740625313104859625
1,35.0,2.6,1.47,8740625317399826921
0,34.0,2.7,0.59,8740625321694794217
0,30.0,2.6,0.01,8740625325989761513
0,34.0,3.0,0.67,8740625330284728809
0,35.0,3.4,2.05,8740625334579696105
0,29.0,3.4,-0.97,8740625338874663401
1,26.5,3.3,-0.75,8740625343169630697
0,30.0,3.2,-0.48,8740625347464597993
0,38.0,2.9,1.1,8740625351759565289
0,33.0,2.3,0.14,8740625356054532585
1,30.5,2.9,-1.1,8740625360349499881
0,34.5,2.6,-1.13,8740625364644467177
0,33.0,2.7,0.16,8740625368939434473
1,29.0,3.5,-0.28,8740625373234401769
1,32.0,3.0,0.25,8740625377529369065
0,20.0,3.1,-1.1,8740625381824336361
0,27.25,3.5,-1.13,8740625386119303657
0,35.0,3.2,1.16,8740625390414270953
0,30.0,2.9,0.32,8740625394709238249
1,25.0,3.1,-0.95,8740625399004205545
0,31.0,2.7,0.25,8740625403299172841
1,28.5,3.7,-0.48,8740625407594140137
0,29.0,3.1,-0.64,8740625411889107433
0,31.0,3.1,-0.52,8740625416184074729
0,31.0,3.1,0.27,8740625420479042025
1,28.0,3.1,-0.21,8740625424774009321
1,40.0,2.9,-0.64,8740625429068976617
1,45.0,3.1,2.23,8740625433363943913
0,35.0,2.6,0.41,8740625437658911209
0,30.0,3.1,0.16,8740625441953878505
1,32.0,3.0,-1.37,8740625446248845801
1,32.0,2.6,-1.1,8740625450543813097
1,26.0,3.5,-0.68,8740625454838780393
0,35.0,2.7,0.14,8740625459133747689
1,32.0,2.8,-1.53,8740625463428714985
0,30.5,2.6,-0.1,8740625467723682281
0,32.0,3.2,-0.26,8740625472018649577
1,29.0,2.7,-0.1,8740625476313616873
1,29.0,3.4,-1.13,8740625480608584169
1,28.5,2.9,0.41,8740625484903551465
0,39.0,2.5,0.83,8740625489198518761
0,35.0,2.4,0.59,8740625493493486057
1,29.0,3.1,0.01,8740625497788453353
0,30.0,3.0,-0.79,8740625502083420649
0,29.0,3.5,0.01,8740625506378387945
0,29.0,2.5,0.32,8740625510673355241
0,32.0,3.6,2.07,8740625514968322537
1,42.0,3.5,2.07,8740625519263289833
0,37.0,2.6,-0.48,8740625523558257129
1,28.5,2.9,-0.28,8740625527853224425
0,38.0,2.3,0.47,8740625532148191721
0,27.5,2.4,-0.1,8740625536443159017
0,36.0,2.4,0.05,8740625540738126313
0,31.0,2.8,-0.64,8740625545033093609
0,31.0,3.0,1.05,8740625549328060905
